,raceId,driverCode,teamName,startingGridPosition,position,positionDiff,circuitName,raceName,year,AirTemp,Humidity,TrackTemp,WindSpeed,WasRainingDuringRaceAnyTime,lapTireChange
667,1029,RIC,Renault,11,6,5,Autódromo José Carlos Pace,Brazilian Grand Prix,2019,21.2,60.2,48.2,1.3,False,"8: MEDIUM->SOFT, 40: SOFT->SOFT"
668,1029,RUS,Williams,18,12,6,Autódromo José Carlos Pace,Brazilian Grand Prix,2019,21.2,60.2,48.2,1.3,False,"23: MEDIUM->MEDIUM, 54: MEDIUM->SOFT, 66: SOFT->SOFT"
669,1029,SAI,McLaren,20,3,17,Autódromo José Carlos Pace,Brazilian Grand Prix,2019,21.2,60.2,48.2,1.3,False,29: SOFT->MEDIUM
670,1029,STR,Racing Point,17,19,-2,Autódromo José Carlos Pace,Brazilian Grand Prix,2019,21.2,60.2,48.2,1.3,False,"28: SOFT->MEDIUM, 53: MEDIUM->SOFT"
671,1029,VER,Red Bull,1,1,0,Autódromo José Carlos Pace,Brazilian Grand Prix,2019,21.2,60.2,48.2,1.3,False,"21: SOFT->SOFT, 44: SOFT->MEDIUM, 54: MEDIUM->SOFT"
672,1029,VET,Ferrari,2,17,-15,Autódromo José Carlos Pace,Brazilian Grand Prix,2019,21.2,60.2,48.2,1.3,False,"25: SOFT->MEDIUM, 49: MEDIUM->SOFT"
673,1030,ALB,Red Bull,5,6,-1,Yas Marina Circuit,Abu Dhabi Grand Prix,2019,27.6,54.6,32.5,1.6,False,13: MEDIUM->HARD
674,1030,BOT,Mercedes,20,4,16,Yas Marina Circuit,Abu Dhabi Grand Prix,2019,27.6,54.6,32.5,1.6,False,29: MEDIUM->HARD
675,1030,GIO,Alfa Romeo,16,16,0,Yas Marina Circuit,Abu Dhabi Grand Prix,2019,27.6,54.6,32.5,1.6,False,"8: SOFT->HARD, 26: HARD->MEDIUM"
676,1030,GRO,Haas F1 Team,15,15,0,Yas Marina Circuit,Abu Dhabi Grand Prix,2019,27.6,54.6,32.5,1.6,False,18: MEDIUM->HARD
677,1030,HAM,Mercedes,1,1,0,Yas Marina Circuit,Abu Dhabi Grand Prix,2019,27.6,54.6,32.5,1.6,False,26: MEDIUM->HARD
678,1030,HUL,Renault,9,12,-3,Yas Marina Circuit,Abu Dhabi Grand Prix,2019,27.6,54.6,32.5,1.6,False,18: SOFT->MEDIUM
679,1030,KUB,Williams,19,19,0,Yas Marina Circuit,Abu Dhabi Grand Prix,2019,27.6,54.6,32.5,1.6,False,24: HARD->MEDIUM
680,1030,KVY,Toro Rosso,13,9,4,Yas Marina Circuit,Abu Dhabi Grand Prix,2019,27.6,54.6,32.5,1.6,False,40: HARD->MEDIUM
681,1030,LEC,Ferrari,3,3,0,Yas Marina Circuit,Abu Dhabi Grand Prix,2019,27.6,54.6,32.5,1.6,False,"12: MEDIUM->HARD, 38: HARD->SOFT"
682,1030,MAG,Haas F1 Team,14,14,0,Yas Marina Circuit,Abu Dhabi Grand Prix,2019,27.6,54.6,32.5,1.6,False,20: MEDIUM->HARD
683,1030,NOR,McLaren,6,8,-2,Yas Marina Circuit,Abu Dhabi Grand Prix,2019,27.6,54.6,32.5,1.6,False,8: SOFT->HARD
684,1030,PER,Racing Point,10,7,3,Yas Marina Circuit,Abu Dhabi Grand Prix,2019,27.6,54.6,32.5,1.6,False,37: MEDIUM->HARD
685,1030,RAI,Alfa Romeo,17,13,4,Yas Marina Circuit,Abu Dhabi Grand Prix,2019,27.6,54.6,32.5,1.6,False,22: MEDIUM->HARD
686,1030,RIC,Renault,7,11,-4,Yas Marina Circuit,Abu Dhabi Grand Prix,2019,27.6,54.6,32.5,1.6,False,"11: SOFT->HARD, 42: HARD->SOFT"
687,1030,RUS,Williams,18,17,1,Yas Marina Circuit,Abu Dhabi Grand Prix,2019,27.6,54.6,32.5,1.6,False,32: HARD->MEDIUM
688,1030,SAI,McLaren,8,10,-2,Yas Marina Circuit,Abu Dhabi Grand Prix,2019,27.6,54.6,32.5,1.6,False,"12: SOFT->HARD, 41: HARD->MEDIUM"
689,1030,VER,Red Bull,2,2,0,Yas Marina Circuit,Abu Dhabi Grand Prix,2019,27.6,54.6,32.5,1.6,False,25: MEDIUM->HARD
690,1030,VET,Ferrari,4,5,-1,Yas Marina Circuit,Abu Dhabi Grand Prix,2019,27.6,54.6,32.5,1.6,False,"12: SOFT->HARD, 38: HARD->MEDIUM"
691,1031,ALB,Red Bull,4,13,-9,Red Bull Ring,Austrian Grand Prix,2020,27.5,35.1,55.6,1.7,False,"26: HARD->HARD, 51: SOFT->SOFT, 56: SOFT->SOFT"
692,1031,BOT,Mercedes,1,1,0,Red Bull Ring,Austrian Grand Prix,2020,27.5,35.1,55.6,1.7,False,"26: HARD->HARD, 56: HARD->HARD"
693,1031,GAS,AlphaTauri,12,7,5,Red Bull Ring,Austrian Grand Prix,2020,27.5,35.1,55.6,1.7,False,"26: HARD->HARD, 56: HARD->HARD"
694,1031,GIO,Alfa Romeo,18,9,9,Red Bull Ring,Austrian Grand Prix,2020,27.5,35.1,55.6,1.7,False,"25: HARD->HARD, 55: SOFT->SOFT, 56: SOFT->SOFT"
695,1031,HAM,Mercedes,5,4,1,Red Bull Ring,Austrian Grand Prix,2020,27.5,35.1,55.6,1.7,False,"26: HARD->HARD, 56: HARD->HARD"
696,1031,KVY,AlphaTauri,13,12,1,Red Bull Ring,Austrian Grand Prix,2020,27.5,35.1,55.6,1.7,False,"26: HARD->HARD, 51: SOFT->UNKNOWN, 56: SOFT->SOFT"
697,1031,LAT,Williams,20,11,9,Red Bull Ring,Austrian Grand Prix,2020,27.5,35.1,55.6,1.7,False,"26: HARD->HARD, 51: UNKNOWN->UNKNOWN, 56: UNKNOWN->SOFT"
698,1031,LEC,Ferrari,7,2,5,Red Bull Ring,Austrian Grand Prix,2020,27.5,35.1,55.6,1.7,False,"26: HARD->HARD, 51: MEDIUM->UNKNOWN, 56: MEDIUM->MEDIUM"
699,1031,NOR,McLaren,3,3,0,Red Bull Ring,Austrian Grand Prix,2020,27.5,35.1,55.6,1.7,False,"26: HARD->HARD, 51: MEDIUM->MEDIUM, 56: MEDIUM->MEDIUM"
700,1031,OCO,Renault,14,8,6,Red Bull Ring,Austrian Grand Prix,2020,27.5,35.1,55.6,1.7,False,"26: HARD->HARD, 56: HARD->HARD"
701,1031,PER,Racing Point,6,6,0,Red Bull Ring,Austrian Grand Prix,2020,27.5,35.1,55.6,1.7,False,"26: MEDIUM->MEDIUM, 56: MEDIUM->MEDIUM"
702,1031,SAI,McLaren,8,5,3,Red Bull Ring,Austrian Grand Prix,2020,27.5,35.1,55.6,1.7,False,"26: HARD->HARD, 52: MEDIUM->MEDIUM, 56: MEDIUM->MEDIUM"
703,1031,VET,Ferrari,11,10,1,Red Bull Ring,Austrian Grand Prix,2020,27.5,35.1,55.6,1.7,False,"26: HARD->HARD, 51: SOFT->UNKNOWN, 56: SOFT->SOFT"
740,1034,ALB,Red Bull,12,8,4,Silverstone Circuit,British Grand Prix,2020,20.8,44.6,40.7,3.2,False,"6: MEDIUM->HARD, 30: HARD->MEDIUM"
741,1034,BOT,Mercedes,2,11,-9,Silverstone Circuit,British Grand Prix,2020,20.8,44.6,40.7,3.2,False,"13: MEDIUM->HARD, 50: HARD->SOFT"
742,1034,GAS,AlphaTauri,11,7,4,Silverstone Circuit,British Grand Prix,2020,20.8,44.6,40.7,3.2,False,12: MEDIUM->HARD
743,1034,GIO,Alfa Romeo,15,14,1,Silverstone Circuit,British Grand Prix,2020,20.8,44.6,40.7,3.2,False,12: MEDIUM->HARD
744,1034,GRO,Haas F1 Team,17,16,1,Silverstone Circuit,British Grand Prix,2020,20.8,44.6,40.7,3.2,False,36: MEDIUM->HARD
745,1034,HAM,Mercedes,1,1,0,Silverstone Circuit,British Grand Prix,2020,20.8,44.6,40.7,3.2,False,13: MEDIUM->HARD
746,1034,LAT,Williams,18,15,3,Silverstone Circuit,British Grand Prix,2020,20.8,44.6,40.7,3.2,False,12: MEDIUM->HARD
747,1034,LEC,Ferrari,4,3,1,Silverstone Circuit,British Grand Prix,2020,20.8,44.6,40.7,3.2,False,13: MEDIUM->HARD
748,1034,NOR,McLaren,5,5,0,Silverstone Circuit,British Grand Prix,2020,20.8,44.6,40.7,3.2,False,12: SOFT->HARD
749,1034,OCO,Renault,9,6,3,Silverstone Circuit,British Grand Prix,2020,20.8,44.6,40.7,3.2,False,12: SOFT->HARD
750,1034,RAI,Alfa Romeo,16,17,-1,Silverstone Circuit,British Grand Prix,2020,20.8,44.6,40.7,3.2,False,"12: MEDIUM->HARD, 47: HARD->SOFT"
751,1034,RIC,Renault,8,4,4,Silverstone Circuit,British Grand Prix,2020,20.8,44.6,40.7,3.2,False,12: SOFT->HARD
752,1034,RUS,Williams,20,12,8,Silverstone Circuit,British Grand Prix,2020,20.8,44.6,40.7,3.2,False,12: MEDIUM->HARD
753,1034,SAI,McLaren,7,13,-6,Silverstone Circuit,British Grand Prix,2020,20.8,44.6,40.7,3.2,False,"13: SOFT->HARD, 51: HARD->MEDIUM"
754,1034,STR,Racing Point,6,9,-3,Silverstone Circuit,British Grand Prix,2020,20.8,44.6,40.7,3.2,False,13: MEDIUM->HARD
755,1034,VER,Red Bull,3,2,1,Silverstone Circuit,British Grand Prix,2020,20.8,44.6,40.7,3.2,False,"13: MEDIUM->HARD, 50: HARD->SOFT"
756,1034,VET,Ferrari,10,10,0,Silverstone Circuit,British Grand Prix,2020,20.8,44.6,40.7,3.2,False,12: SOFT->HARD
757,1035,ALB,Red Bull,9,5,4,Silverstone Circuit,70th Anniversary Grand Prix,2020,23.7,63.0,41.5,2.3,False,"6: MEDIUM->HARD, 30: HARD->HARD"
758,1035,BOT,Mercedes,1,3,-2,Silverstone Circuit,70th Anniversary Grand Prix,2020,23.7,63.0,41.5,2.3,False,"13: MEDIUM->HARD, 32: HARD->HARD"
759,1035,GAS,AlphaTauri,7,11,-4,Silverstone Circuit,70th Anniversary Grand Prix,2020,23.7,63.0,41.5,2.3,False,"7: MEDIUM->HARD, 23: HARD->HARD"
760,1035,GIO,Alfa Romeo,19,17,2,Silverstone Circuit,70th Anniversary Grand Prix,2020,23.7,63.0,41.5,2.3,False,"7: MEDIUM->HARD, 33: HARD->MEDIUM"
761,1035,GRO,Haas F1 Team,13,16,-3,Silverstone Circuit,70th Anniversary Grand Prix,2020,23.7,63.0,41.5,2.3,False,"17: MEDIUM->HARD, 38: HARD->HARD"
762,1035,HAM,Mercedes,2,2,0,Silverstone Circuit,70th Anniversary Grand Prix,2020,23.7,63.0,41.5,2.3,False,"14: MEDIUM->HARD, 41: HARD->HARD"
763,1035,HUL,Racing Point,3,7,-4,Silverstone Circuit,70th Anniversary Grand Prix,2020,23.7,63.0,41.5,2.3,False,"15: MEDIUM->HARD, 30: HARD->HARD, 44: HARD->SOFT"
764,1035,KVY,AlphaTauri,16,10,6,Silverstone Circuit,70th Anniversary Grand Prix,2020,23.7,63.0,41.5,2.3,False,"19: HARD->UNKNOWN, 35: HARD->UNKNOWN"
765,1035,LAT,Williams,18,19,-1,Silverstone Circuit,70th Anniversary Grand Prix,2020,23.7,63.0,41.5,2.3,False,"9: MEDIUM->HARD, 26: HARD->HARD, 46: HARD->MEDIUM"
766,1035,LEC,Ferrari,8,4,4,Silverstone Circuit,70th Anniversary Grand Prix,2020,23.7,63.0,41.5,2.3,False,18: MEDIUM->HARD
767,1035,NOR,McLaren,10,9,1,Silverstone Circuit,70th Anniversary Grand Prix,2020,23.7,63.0,41.5,2.3,False,"12: MEDIUM->HARD, 29: HARD->HARD"
768,1035,OCO,Renault,14,8,6,Silverstone Circuit,70th Anniversary Grand Prix,2020,23.7,63.0,41.5,2.3,False,22: MEDIUM->HARD
769,1035,RAI,Alfa Romeo,20,15,5,Silverstone Circuit,70th Anniversary Grand Prix,2020,23.7,63.0,41.5,2.3,False,26: HARD->MEDIUM
770,1035,RIC,Renault,5,14,-9,Silverstone Circuit,70th Anniversary Grand Prix,2020,23.7,63.0,41.5,2.3,False,"14: MEDIUM->MEDIUM, 26: MEDIUM->HARD, 35: HARD->MEDIUM"
771,1035,RUS,Williams,15,18,-3,Silverstone Circuit,70th Anniversary Grand Prix,2020,23.7,63.0,41.5,2.3,False,"8: MEDIUM->HARD, 24: HARD->HARD, 39: HARD->MEDIUM"
772,1035,SAI,McLaren,12,13,-1,Silverstone Circuit,70th Anniversary Grand Prix,2020,23.7,63.0,41.5,2.3,False,"22: HARD->MEDIUM, 34: MEDIUM->HARD"
773,1035,STR,Racing Point,6,6,0,Silverstone Circuit,70th Anniversary Grand Prix,2020,23.7,63.0,41.5,2.3,False,"18: MEDIUM->HARD, 31: HARD->HARD"
774,1035,VER,Red Bull,4,1,3,Silverstone Circuit,70th Anniversary Grand Prix,2020,23.7,63.0,41.5,2.3,False,"26: HARD->MEDIUM, 32: MEDIUM->HARD"
775,1035,VET,Ferrari,11,12,-1,Silverstone Circuit,70th Anniversary Grand Prix,2020,23.7,63.0,41.5,2.3,False,"22: HARD->HARD, 33: HARD->MEDIUM"
776,1036,ALB,Red Bull,6,8,-2,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2020,28.8,58.3,43.9,0.9,False,"17: SOFT->HARD, 39: HARD->MEDIUM"
777,1036,BOT,Mercedes,2,3,-1,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2020,28.8,58.3,43.9,0.9,False,"23: SOFT->MEDIUM, 48: MEDIUM->SOFT, 64: SOFT->MEDIUM"
778,1036,GAS,AlphaTauri,10,9,1,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2020,28.8,58.3,43.9,0.9,False,"21: SOFT->MEDIUM, 42: MEDIUM->MEDIUM"
779,1036,GIO,Alfa Romeo,20,16,4,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2020,28.8,58.3,43.9,0.9,False,"21: MEDIUM->MEDIUM, 45: MEDIUM->SOFT"
780,1036,GRO,Haas F1 Team,17,19,-2,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2020,28.8,58.3,43.9,0.9,False,"32: MEDIUM->SOFT, 62: SOFT->SOFT"
781,1036,HAM,Mercedes,1,1,0,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2020,28.8,58.3,43.9,0.9,False,"23: SOFT->MEDIUM, 50: MEDIUM->MEDIUM"
782,1036,KVY,AlphaTauri,12,12,0,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2020,28.8,58.3,43.9,0.9,False,"21: SOFT->MEDIUM, 45: MEDIUM->MEDIUM"
783,1036,LAT,Williams,19,18,1,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2020,28.8,58.3,43.9,0.9,False,"28: MEDIUM->UNKNOWN, 49: MEDIUM->SOFT"
784,1036,MAG,Haas F1 Team,16,15,1,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2020,28.8,58.3,43.9,0.9,False,28: SOFT->MEDIUM
785,1036,NOR,McLaren,8,10,-2,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2020,28.8,58.3,43.9,0.9,False,"21: SOFT->SOFT, 44: SOFT->MEDIUM"
786,1036,OCO,Renault,15,13,2,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2020,28.8,58.3,43.9,0.9,False,34: MEDIUM->SOFT
787,1036,PER,Racing Point,4,5,-1,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2020,28.8,58.3,43.9,0.9,False,29: SOFT->MEDIUM
788,1036,RAI,Alfa Romeo,14,14,0,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2020,28.8,58.3,43.9,0.9,False,"20: MEDIUM->MEDIUM, 44: MEDIUM->SOFT"
789,1036,RIC,Renault,13,11,2,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2020,28.8,58.3,43.9,0.9,False,35: MEDIUM->SOFT
790,1036,RUS,Williams,18,17,1,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2020,28.8,58.3,43.9,0.9,False,"19: SOFT->MEDIUM, 35: MEDIUM->MEDIUM"
791,1036,SAI,McLaren,7,6,1,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2020,28.8,58.3,43.9,0.9,False,"22: SOFT->SOFT, 41: SOFT->MEDIUM"
792,1036,STR,Racing Point,5,4,1,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2020,28.8,58.3,43.9,0.9,False,"27: SOFT->MEDIUM, 42: MEDIUM->SOFT"
793,1036,VER,Red Bull,3,2,1,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2020,28.8,58.3,43.9,0.9,False,"21: SOFT->MEDIUM, 41: MEDIUM->MEDIUM"
794,1036,VET,Ferrari,11,7,4,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2020,28.8,58.3,43.9,0.9,False,29: MEDIUM->SOFT
795,1037,ALB,Red Bull,5,6,-1,Circuit de Spa-Francorchamps,Belgian Grand Prix,2020,17.5,60.4,27.4,1.0,False,11: SOFT->MEDIUM
796,1037,BOT,Mercedes,2,2,0,Circuit de Spa-Francorchamps,Belgian Grand Prix,2020,17.5,60.4,27.4,1.0,False,11: MEDIUM->HARD
797,1037,GAS,AlphaTauri,12,8,4,Circuit de Spa-Francorchamps,Belgian Grand Prix,2020,17.5,60.4,27.4,1.0,False,26: HARD->MEDIUM
798,1037,GRO,Haas F1 Team,17,15,2,Circuit de Spa-Francorchamps,Belgian Grand Prix,2020,17.5,60.4,27.4,1.0,False,10: MEDIUM->HARD
799,1037,HAM,Mercedes,1,1,0,Circuit de Spa-Francorchamps,Belgian Grand Prix,2020,17.5,60.4,27.4,1.0,False,11: MEDIUM->HARD
800,1037,KVY,AlphaTauri,11,11,0,Circuit de Spa-Francorchamps,Belgian Grand Prix,2020,17.5,60.4,27.4,1.0,False,11: MEDIUM->HARD
801,1037,LAT,Williams,19,16,3,Circuit de Spa-Francorchamps,Belgian Grand Prix,2020,17.5,60.4,27.4,1.0,False,"10: MEDIUM->HARD, 30: HARD->MEDIUM"
802,1037,LEC,Ferrari,13,14,-1,Circuit de Spa-Francorchamps,Belgian Grand Prix,2020,17.5,60.4,27.4,1.0,False,"10: SOFT->HARD, 24: HARD->MEDIUM"
803,1037,MAG,Haas F1 Team,20,17,3,Circuit de Spa-Francorchamps,Belgian Grand Prix,2020,17.5,60.4,27.4,1.0,False,"10: MEDIUM->HARD, 35: HARD->SOFT"
804,1037,NOR,McLaren,10,7,3,Circuit de Spa-Francorchamps,Belgian Grand Prix,2020,17.5,60.4,27.4,1.0,False,11: SOFT->HARD
805,1037,OCO,Renault,6,5,1,Circuit de Spa-Francorchamps,Belgian Grand Prix,2020,17.5,60.4,27.4,1.0,False,11: SOFT->HARD
806,1037,PER,Racing Point,8,10,-2,Circuit de Spa-Francorchamps,Belgian Grand Prix,2020,17.5,60.4,27.4,1.0,False,18: SOFT->HARD
807,1037,RAI,Alfa Romeo,16,12,4,Circuit de Spa-Francorchamps,Belgian Grand Prix,2020,17.5,60.4,27.4,1.0,False,10: MEDIUM->HARD
808,1037,RIC,Renault,4,4,0,Circuit de Spa-Francorchamps,Belgian Grand Prix,2020,17.5,60.4,27.4,1.0,False,11: SOFT->HARD
809,1037,STR,Racing Point,9,9,0,Circuit de Spa-Francorchamps,Belgian Grand Prix,2020,17.5,60.4,27.4,1.0,False,11: SOFT->HARD
810,1037,VER,Red Bull,3,3,0,Circuit de Spa-Francorchamps,Belgian Grand Prix,2020,17.5,60.4,27.4,1.0,False,11: MEDIUM->HARD
811,1037,VET,Ferrari,14,13,1,Circuit de Spa-Francorchamps,Belgian Grand Prix,2020,17.5,60.4,27.4,1.0,False,11: MEDIUM->HARD
812,1038,ALB,Red Bull,9,15,-6,Autodromo Nazionale di Monza,Italian Grand Prix,2020,27.8,40.0,45.2,2.3,False,"22: SOFT->MEDIUM, 26: MEDIUM->HARD"
813,1038,BOT,Mercedes,2,5,-3,Autodromo Nazionale di Monza,Italian Grand Prix,2020,27.8,40.0,45.2,2.3,False,"22: SOFT->MEDIUM, 26: MEDIUM->MEDIUM"
814,1038,GAS,AlphaTauri,10,1,9,Autodromo Nazionale di Monza,Italian Grand Prix,2020,27.8,40.0,45.2,2.3,False,"19: SOFT->HARD, 26: HARD->MEDIUM"
815,1038,GIO,Alfa Romeo,18,16,2,Autodromo Nazionale di Monza,Italian Grand Prix,2020,27.8,40.0,45.2,2.3,False,"20: MEDIUM->HARD, 26: HARD->SOFT, 30: SOFT->SOFT"
816,1038,GRO,Haas F1 Team,16,12,4,Autodromo Nazionale di Monza,Italian Grand Prix,2020,27.8,40.0,45.2,2.3,False,"22: MEDIUM->HARD, 26: HARD->HARD"
817,1038,HAM,Mercedes,1,7,-6,Autodromo Nazionale di Monza,Italian Grand Prix,2020,27.8,40.0,45.2,2.3,False,"26: MEDIUM->HARD, 20: SOFT->MEDIUM, 28: HARD->HARD"
818,1038,KVY,AlphaTauri,11,9,2,Autodromo Nazionale di Monza,Italian Grand Prix,2020,27.8,40.0,45.2,2.3,False,"22: HARD->MEDIUM, 26: MEDIUM->MEDIUM"
819,1038,LAT,Williams,20,11,9,Autodromo Nazionale di Monza,Italian Grand Prix,2020,27.8,40.0,45.2,2.3,False,"16: MEDIUM->HARD, 26: HARD->MEDIUM"
820,1038,NOR,McLaren,6,4,2,Autodromo Nazionale di Monza,Italian Grand Prix,2020,27.8,40.0,45.2,2.3,False,"22: SOFT->MEDIUM, 26: MEDIUM->MEDIUM"
821,1038,OCO,Renault,12,8,4,Autodromo Nazionale di Monza,Italian Grand Prix,2020,27.8,40.0,45.2,2.3,False,"22: SOFT->MEDIUM, 26: MEDIUM->SOFT"
822,1038,PER,Racing Point,4,10,-6,Autodromo Nazionale di Monza,Italian Grand Prix,2020,27.8,40.0,45.2,2.3,False,"22: SOFT->MEDIUM, 26: MEDIUM->MEDIUM"
823,1038,RAI,Alfa Romeo,14,13,1,Autodromo Nazionale di Monza,Italian Grand Prix,2020,27.8,40.0,45.2,2.3,False,"18: MEDIUM->HARD, 26: HARD->SOFT"
824,1038,RIC,Renault,7,6,1,Autodromo Nazionale di Monza,Italian Grand Prix,2020,27.8,40.0,45.2,2.3,False,"22: SOFT->MEDIUM, 26: MEDIUM->MEDIUM"
825,1038,RUS,Williams,19,14,5,Autodromo Nazionale di Monza,Italian Grand Prix,2020,27.8,40.0,45.2,2.3,False,"22: MEDIUM->HARD, 26: HARD->MEDIUM"
826,1038,SAI,McLaren,3,2,1,Autodromo Nazionale di Monza,Italian Grand Prix,2020,27.8,40.0,45.2,2.3,False,"22: SOFT->MEDIUM, 26: MEDIUM->MEDIUM"
827,1038,STR,Racing Point,8,3,5,Autodromo Nazionale di Monza,Italian Grand Prix,2020,27.8,40.0,45.2,2.3,False,26: SOFT->MEDIUM
828,1039,ALB,Red Bull,4,3,1,Autodromo Internazionale del Mugello,Tuscan Grand Prix,2020,30.2,39.0,45.4,2.1,False,"7: SOFT->SOFT, 8: SOFT->SOFT, 32: SOFT->MEDIUM, 43: MEDIUM->SOFT, 45: SOFT->SOFT"
829,1039,BOT,Mercedes,2,2,0,Autodromo Internazionale del Mugello,Tuscan Grand Prix,2020,30.2,39.0,45.4,2.1,False,"8: SOFT->MEDIUM, 7: SOFT->SOFT, 31: MEDIUM->HARD, 43: HARD->MEDIUM, 45: MEDIUM->SOFT"
830,1039,GRO,Haas F1 Team,15,12,3,Autodromo Internazionale del Mugello,Tuscan Grand Prix,2020,30.2,39.0,45.4,2.1,False,"7: MEDIUM->HARD, 8: HARD->SOFT, 28: SOFT->HARD, 42: HARD->SOFT, 44: SOFT->SOFT"
831,1039,HAM,Mercedes,1,1,0,Autodromo Internazionale del Mugello,Tuscan Grand Prix,2020,30.2,39.0,45.4,2.1,False,"8: SOFT->MEDIUM, 7: SOFT->SOFT, 32: MEDIUM->HARD, 44: HARD->MEDIUM, 45: MEDIUM->SOFT"
832,1039,KVY,AlphaTauri,12,7,5,Autodromo Internazionale del Mugello,Tuscan Grand Prix,2020,30.2,39.0,45.4,2.1,False,"8: MEDIUM->SOFT, 7: MEDIUM->MEDIUM, 29: SOFT->MEDIUM, 43: MEDIUM->SOFT, 45: SOFT->SOFT"
833,1039,LEC,Ferrari,5,8,-3,Autodromo Internazionale del Mugello,Tuscan Grand Prix,2020,30.2,39.0,45.4,2.1,False,"8: SOFT->SOFT, 7: SOFT->SOFT, 21: SOFT->HARD, 37: HARD->MEDIUM, 45: MEDIUM->SOFT"
834,1039,NOR,McLaren,11,6,5,Autodromo Internazionale del Mugello,Tuscan Grand Prix,2020,30.2,39.0,45.4,2.1,False,"7: SOFT->SOFT, 8: SOFT->SOFT, 29: SOFT->MEDIUM, 43: MEDIUM->SOFT, 45: SOFT->SOFT"
835,1039,PER,Racing Point,7,5,2,Autodromo Internazionale del Mugello,Tuscan Grand Prix,2020,30.2,39.0,45.4,2.1,False,"7: SOFT->SOFT, 8: SOFT->SOFT, 28: SOFT->MEDIUM, 43: MEDIUM->SOFT, 45: SOFT->SOFT"
836,1039,RAI,Alfa Romeo,13,9,4,Autodromo Internazionale del Mugello,Tuscan Grand Prix,2020,30.2,39.0,45.4,2.1,False,"8: MEDIUM->MEDIUM, 7: MEDIUM->MEDIUM, 1: MEDIUM->MEDIUM, 27: MEDIUM->HARD, 42: HARD->SOFT, 44: SOFT->SOFT"
837,1039,RIC,Renault,8,4,4,Autodromo Internazionale del Mugello,Tuscan Grand Prix,2020,30.2,39.0,45.4,2.1,False,"7: SOFT->SOFT, 8: SOFT->SOFT, 27: SOFT->MEDIUM, 43: MEDIUM->SOFT, 45: SOFT->SOFT"
838,1039,RUS,Williams,18,11,7,Autodromo Internazionale del Mugello,Tuscan Grand Prix,2020,30.2,39.0,45.4,2.1,False,"8: MEDIUM->MEDIUM, 7: MEDIUM->MEDIUM, 29: MEDIUM->HARD, 43: HARD->SOFT, 45: SOFT->SOFT"
839,1039,VET,Ferrari,14,10,4,Autodromo Internazionale del Mugello,Tuscan Grand Prix,2020,30.2,39.0,45.4,2.1,False,"7: MEDIUM->MEDIUM, 1: SOFT->MEDIUM, 8: MEDIUM->SOFT, 28: SOFT->HARD, 43: HARD->SOFT, 45: SOFT->SOFT"
840,1040,ALB,Red Bull,15,10,5,Sochi Autodrom,Russian Grand Prix,2020,28.5,52.1,41.3,2.7,False,"1: SOFT->HARD, 27: HARD->MEDIUM"
841,1040,BOT,Mercedes,3,1,2,Sochi Autodrom,Russian Grand Prix,2020,28.5,52.1,41.3,2.7,False,26: MEDIUM->HARD
842,1040,GAS,AlphaTauri,9,9,0,Sochi Autodrom,Russian Grand Prix,2020,28.5,52.1,41.3,2.7,False,"18: SOFT->HARD, 42: HARD->MEDIUM"
843,1040,GIO,Alfa Romeo,17,11,6,Sochi Autodrom,Russian Grand Prix,2020,28.5,52.1,41.3,2.7,False,16: MEDIUM->HARD
844,1040,GRO,Haas F1 Team,16,17,-1,Sochi Autodrom,Russian Grand Prix,2020,28.5,52.1,41.3,2.7,False,"17: MEDIUM->HARD, 42: HARD->MEDIUM"
845,1040,HAM,Mercedes,1,3,-2,Sochi Autodrom,Russian Grand Prix,2020,28.5,52.1,41.3,2.7,False,16: SOFT->HARD
846,1040,KVY,AlphaTauri,11,8,3,Sochi Autodrom,Russian Grand Prix,2020,28.5,52.1,41.3,2.7,False,30: HARD->MEDIUM
847,1040,LAT,Williams,20,16,4,Sochi Autodrom,Russian Grand Prix,2020,28.5,52.1,41.3,2.7,False,17: MEDIUM->HARD
848,1040,LEC,Ferrari,10,6,4,Sochi Autodrom,Russian Grand Prix,2020,28.5,52.1,41.3,2.7,False,28: MEDIUM->HARD
849,1040,MAG,Haas F1 Team,18,12,6,Sochi Autodrom,Russian Grand Prix,2020,28.5,52.1,41.3,2.7,False,19: MEDIUM->HARD
